394	Marine
394	Virpi
393	Margitta
393	Phuong
393	Stefania
393	Young
390	Hong
389	Oline
387	Mirela
387	Roza
386	Eline
385	Ava
385	Milka
384	Salme
384	Elice
383	Gunvi
383	Merete
383	Siham
383	Teija
383	Yousif
383	Zarah
382	Cecilie
382	Daria
381	Annbritt
380	Linea
379	Bernice
379	Catalina
379	Hee
378	Elham
377	Ann-Katrine
377	Katerina
377	Madelein
377	Norah
376	Martta
376	Marzena
376	Nawal
376	Bojan
376	Eliana
375	Febe
374	Elif
374	Ludmila
374	Onerva
373	Lissie
373	Bibi
373	Jamal
372	Frances
372	Mimi
372	Mirsada
372	Savannah
371	Lan
371	Lille-Mor
371	Vally
371	Amra
371	Ann-Sophie
371	Gullevi
371	Kathleen
368	Cristin
368	Majt
367	Abdul
366	Hellen
365	anh
365	Wiveca
364	Minette
364	Mustafa
364	Taimi
363	Bahar
363	Esma
362	Katinka
362	Kia
361	Justyna
361	Mikaelsdotter
361	Mitra
360	Niki
360	Elenore
359	Hedwig
359	Lourdes
358	Ljubica
357	Othilia
357	Petersdotter
357	Torun
356	Marietta
356	Henrika
356	Hervor
355	Joyce
355	Kamila
355	Shukri
354	Las
354	Leontina
354	Natasa
354	Gull-Maj
353	Saad
352	Bitte
352	Frieda
351	Albina
350	Elsbeth
350	Lotte
350	Maritza
350	Rasha
348	Malak
348	Fatou
347	Aira
347	Inga-Lis
347	Kinga
347	Saleh
346	Eva-Lott
346	Indira
346	Khalid
345	Yrsa
345	Lillan
345	Sharon
344	Lolita
344	Vida
344	Anisa
344	Essy
343	Mohamud
343	Sonya
342	Julianna
341	Hoda
341	Merit
341	Mila
341	Neda
341	Rim
340	Magnusdotter
340	Elke
340	Jasminka
339	Adel
339	Margurite
338	Sana
338	Wivi
337	Larisa
337	Mihaela
337	Jorunn
336	Nahid
336	Salih
335	Linéa
335	Lowa
335	Lucie
335	Mahdi
335	Manal
334	Mariella
334	Soledad
334	Zenita
333	Celia
333	Karna
333	Rahma
333	Sheila
333	Ulla-Stina
332	Annmari
332	Beth
332	Klaudia
331	Eina
331	Mara
330	Axelia
330	Beryl
330	Farida
330	Jytte
329	Dijana
329	Melody
328	Maj Britt
328	Salim
328	Alexsandra
327	Maivor
327	Pauliina
327	Samia
326	Otilia
326	Danica
326	Jutta
325	Christiane
325	Hala
325	Stanislawa
324	Mei
324	Soile
324	Edyta
324	Hertha
323	Eden
323	Salah
322	Yolanda
321	Matsdotter
